Date, Open, High, Low, Close, Volume
10/24/19, 30.55, 30.91, 30.00, 30.55, 38939.9962773364
10/23/19, 30.41, 31.36, 30.00, 30.41, 108679.989610193
10/22/19, 30.59, 31.82, 29.09, 30.59, 107359.989736385
10/18/19, 29.05, 29.14, 28.23, 29.05, 56979.9945527125
10/17/19, 26.50, 28.64, 26.36, 26.50, 717529.931404139
10/16/19, 26.77, 27.27, 26.64, 26.77, 58189.9944370365
10/15/19, 26.68, 27.27, 26.36, 26.68, 659.999936904006
10/11/19, 26.36, 26.82, 26.36, 26.36, 25409.9975708042
10/09/19, 26.36, 27.27, 26.18, 26.36, 44879.9957094724
10/08/19, 27.09, 27.64, 26.36, 27.09, 90419.9913558488
10/07/19, 26.36, 27.73, 26.36, 26.36, 445059.957452268
10/04/19, 26.77, 28.18, 25.91, 26.77, 14189.9986434361
10/03/19, 28.27, 28.64, 27.73, 28.27, 85139.9918606168
10/02/19, 28.32, 28.86, 28.18, 28.32, 9679.99907459209
10/01/19, 28.09, 28.64, 27.68, 28.09, 4069.99961090804
